"","add0","add1","add2","add3","mwqg"
"946","진주시","대평면","하촌리",NA,2.14285714285714
"947","진주시","문산읍","삼곡리(옥산교)","옥산교",5.5
"948","진주시","미천면","효자리","합천군-진주시경계",2.9
"949","진주시","지수면","청담리","장박교",2.66666666666667
"950","진주시","초전동","","금산교",2.5
"951","진주시","칠암동","","진양교",4
"952","진주시","판문동","댐앞",NA,1.36842105263158
"953","진천군","광혜원면","월성리","환경시설관리공단",4.5
"954","진천군","덕산면","한천리","",4.25
"955","진천군","문백면","구곡리","농다리",5.66666666666667
"956","진천군","문백면","도하리","모정교",4
"957","진천군","백곡면","석현리","상송교",3.75
"958","진천군","이월면","미잠리","미리실교",5.16666666666667
"959","진천군","진천읍","신정리",NA,3
"960","진천군","초평면","오갑리","오갑교",5.5
"961","진천군","초평면","용정리","용정교",2
"962","창녕군","남지읍","남지리","남지제1교",4.85714285714286
"963","창녕군","남지읍","대곡리","박진교",4.33333333333333
"964","창녕군","대지면","왕산리","왕산교",3.33333333333333
"965","창녕군","부곡면","비봉리","잠수교",2.42857142857143
"966","창녕군","부곡면","청암리","임해진나루",4
"967","창녕군","유어면","가항리","유어교",6
"968","창녕군","유어면","풍조리",NA,4
"969","창원시","동읍","죽동리","용산마을(수문앞)",5
"970","창원시","마산회원구","내서읍","호계리",2
"971","창원시","마산회원구","봉암동","659",7
"972","창원시","성산구","신촌동","72-3",7
"973","창원시","의창구","대산면","유등리",6.30769230769231
"974","창원시","의창구","동읍","본포리",4.16666666666667
"975","창원시","의창구","사화동(창원천교)","산호교",4.66666666666667
"976","창원시","의창구","차용동","차룡교　",3
"977","창원시","회원구","양덕동","산호교",5
"978","창원시의창구","팔용동","3-13","유통교",3.28571428571429
"979","천안시","동남구","다가동","다가교",4.6
"980","천안시","동남구","청수동","",4.66666666666667
"981","천안시","동면","화덕리","세월교",4.8
"982","천안시","서북구","성환읍","복모리",5.625
"983","천안시","서북구","성환읍","안궁리",3.25
"984","천안시","성거읍","천흥리","정촌1교",4
"985","철원군","갈말읍","군탄리",NA,3.875
"986","청도군","금천면","소천리","석현교",2.70588235294118
"987","청도군","매전면","구촌리","무명교",2
"988","청도군","운문면","대천리","댐앞",2
"989","청도군","운문면","서지리",NA,2
"990","청도군","청도읍","유호리","후심교",5
"991","청송군","안덕면","고와리","고와2교",4.85714285714286
"992","청송군","안덕면","성덕댐로","1191",3.5
"993","청송군","파천면","관리","덕천교",3.57142857142857
"994","청송군","파천면","어천리","용전천",2.25
"995","청송군","파천면","어천리",NA,2.66666666666667
"996","청양군","목면","신흥리","신흥양수장.",4.42857142857143
"997","청양군","장평면","구룡리","지천교",4.5
"998","청양군","청남면","금강변로","724-124(중산리",4.66666666666667
"999","청주시","강외면","궁평리(미호천교)","미호천교",6
"1000","청주시","강외면","쌍청리(쌍청교)","쌍청교",5.33333333333333
"1001","청주시","남일면","신송리(신송교)","신송교",4
"1002","청주시","문의면","덕유리(댐앞)","댐앞",2.125
"1003","청주시","문의면","상장리(청주취수장앞)","청주취수장앞",2.35294117647059
"1004","청주시","미원면","옥화리(계원교)","계원교",4.14285714285714
"1005","청주시","상당구","서문동","서문대교",5
"1006","청주시","상당구","외하동","팔결교",5
"1007","청주시","서원구","현도면","노산하석로",2.28571428571429
"1008","청주시","오창읍","성재리(강정마을","입구",3.75
"1009","청주시","오창읍","여천리(여암교)","여암교",5.8
"1010","청주시","옥산면","신촌리(옥산교)","옥산교",7
"1011","청주시","현도면","시목리","577-4",3
"1012","청주시","현도면","하석리(대청교)","대청교",2.94117647058824
"1013","청주시","흥덕구","강서동","",5.25
"1014","청주시","흥덕구","문암동","철교.",3.71428571428571
"1015","청주시","흥덕구","지동동","417-1",5.5
"1016","춘천시","동면","장학리","794-24",3.25
"1017","춘천시","북산면","오항리",NA,2
"1018","춘천시","사북면","신포리","도선장앞",4.5
"1019","춘천시","삼천동","","공지천교",3.5
"1020","춘천시","삼천동","공지천교",NA,4
"1021","춘천시","서면","신매리","신매대교",5.33333333333333
"1022","춘천시","서면","안보리","춘성대교",2
"1023","춘천시","서면","오월리","댐앞",5.57142857142857
"1024","춘천시","서면","현암리","금산선착장앞",5
"1025","춘천시","석사동","","석사교",2.33333333333333
"1026","춘천시","석사동","석사교",NA,3
"1027","춘천시","신동면","의암리","신연교",3.29411764705882
"1028","춘천시","신북읍","용산리","춘천댐",2
"1029","춘천시","신북읍","용산리","취수장앞",2
"1030","춘천시","신북읍","천전리","댐앞",2
"1031","춘천시","신북읍","천전리","세월교",3.42857142857143
"1032","춘천시","온의동","","온의교",3
"1033","춘천시","온의동","온의교",NA,7
"1034","춘천시","중도동","중도나루앞",NA,2
"1035","충주시","가금면","","목계교",2
"1036","충주시","가금면","창동리","탄금교",5
"1037","충주시","금가면","1",NA,3.75
"1038","충주시","금가면","탑평리","중앙탑앞",3
"1039","충주시","단월동","","단월교",6
"1040","충주시","단월동","단월교",NA,5.75
